symptom,display_name,source_file,phase,order,question_id,field,code,ui_label,question_text,response_type,question_role,dedup_family,canonical_concept,parent_field,detail_field,if_positive_ask,skip_if,ask_if
diarrhea,Diarrhea,diarrhea.json,high_priority_followup,19,weakness,weakness,CON-006,Weakness,Have you felt unusually weak?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:weakness,weakness,,weakness_details,,FIELD_ALREADY_CAPTURED,
diarrhea,Diarrhea,diarrhea.json,targeted_followup,20,abdominal_pain,abdominal_pain,GI-008,Abdominal pain,Do you have abdominal pain?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:abdominal_pain,abdominal_pain,,abdominal_pain_details,,FIELD_ALREADY_CAPTURED,
diarrhea,Diarrhea,diarrhea.json,targeted_followup,21,vomiting,vomiting,GI-002,Vomiting,Have you vomited?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:vomiting,vomiting,,vomiting_details,,FIELD_ALREADY_CAPTURED,
diarrhea,Diarrhea,diarrhea.json,targeted_followup,22,chills,chills,CON-003,Chills,Have you felt cold or shivery without uncontrollable shaking?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:chills,chills,,chills_details,,FIELD_ALREADY_CAPTURED,
diarrhea,Diarrhea,diarrhea.json,targeted_followup,23,food_exposure,food_exposure,CTX-002,Food exposure,Did this seem to start after any food exposure or suspicious meal?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:food_exposure,food_exposure,,food_exposure_details,,FIELD_ALREADY_CAPTURED,
diarrhea,Diarrhea,diarrhea.json,targeted_followup,24,recent_travel,recent_travel,SOC-007,Recent travel,Have you traveled anywhere recently?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:recent_travel,recent_travel,,recent_travel_details,,FIELD_ALREADY_CAPTURED,
diarrhea,Diarrhea,diarrhea.json,final_closeout,25,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
dizziness,Dizziness,dizziness.json,core_characterization,1,dizziness,dizziness,NEU-001,Dizziness,Have you been feeling dizzy or lightheaded?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:dizziness,dizziness,,dizziness_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,2,onset,onset,EVENT-001,Onset,When did the dizziness start?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,3,duration,duration,EVENT-002,Duration,How long has it been going on?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,4,dizziness_type,dizziness_type,NEURO-032,Dizziness type,"Is it more like spinning, lightheadedness, near-fainting, or imbalance?",SHORT_TEXT,qualifier,ros:dizziness,dizziness_type,,,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,5,pattern,pattern,EVENT-003,Pattern,"Is the dizziness constant, or does it come and go in episodes?",SHORT_TEXT,qualifier,,pattern,,,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,6,positional_trigger,positional_trigger,NEURO-033,Positional trigger,"Is it triggered by turning in bed, looking up, bending, or changing head position?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,positional_trigger,,positional_trigger_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,7,standing_trigger,standing_trigger,EVENT-013,Standing trigger,Does it happen when you stand up or after standing for a while?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,standing_trigger,,standing_trigger_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,8,spinning_sensation,spinning_sensation,NEURO-034,Spinning sensation,Does it feel like the room is spinning or moving?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,spinning_sensation,,spinning_sensation_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,9,lightheadedness,lightheadedness,NEURO-035,Lightheadedness,Does it feel more like lightheadedness or near-fainting?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:dizziness,lightheadedness,,lightheadedness_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,core_characterization,10,imbalance,imbalance,NEURO-036,Imbalance,Do you feel off-balance or unsteady when walking or standing?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:gait_or_balance_problem,imbalance,,imbalance_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,11,loss_of_consciousness,loss_of_consciousness,NEURO-001,Loss of consciousness,Did you actually pass out or lose consciousness with the dizziness?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fainting,loss_of_consciousness,,loss_of_consciousness_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,12,chest_pain,chest_pain,CV-002,Chest pain or tightness,Do you have chest pain with the dizziness?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:chest_pain,chest_pain,,chest_pain_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,13,palpitations,palpitations,CV-003,Palpitations,"Do you feel racing, pounding, or irregular heartbeats with it?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:palpitations,palpitations,,palpitations_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,14,shortness_of_breath,shortness_of_breath,RESP-001,Difficulty in breathing,Are you short of breath with the dizziness?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:shortness_of_breath,shortness_of_breath,,shortness_of_breath_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,15,focal_weakness,focal_weakness,NEURO-023,Focal weakness,"Any weakness on one side, facial droop, or one-sided clumsiness?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,focal_weakness,,focal_weakness_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,16,headache,headache,NEU-005,Headache,Do you have a headache with it?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:headache,headache,,headache_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,17,fever,fever,CON-001,Fever,Any fever with the dizziness?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fever,fever,,fever_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,high_priority_followup,18,pregnancy_context,pregnancy_context,GYNHX-001,Pregnancy context,Could you be pregnant?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,pregnancy_context,,pregnancy_context_details,,FIELD_ALREADY_CAPTURED|PATIENT_ELDERLY_SKIP_PREGNANCY,SEX_FEMALE_REPRODUCTIVE_AGE
dizziness,Dizziness,dizziness.json,targeted_followup,19,hearing_change,hearing_change,ENT-009,Hearing change,Have you noticed reduced hearing or hearing changes?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,hearing_change,,hearing_change_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,20,tinnitus,tinnitus,ENT-010,Tinnitus,"Do you hear ringing, buzzing, or noise in the ear?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,tinnitus,,tinnitus_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,21,dehydration_context,dehydration_context,CTX-022,Dehydration context,"Had you been dehydrated, not drinking, vomiting, having diarrhea, or losing fluids before this started?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,dehydration_context,,dehydration_context_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,22,recent_illness,recent_illness,CTX-015,Recent illness,Have you had a recent illness before the dizziness started?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_illness,,recent_illness_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,23,nausea,nausea,GI-007,Nausea,Do you have nausea with the dizziness?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:nausea,nausea,,nausea_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,24,vomiting,vomiting,GI-002,Vomiting,Have you been vomiting with the dizziness?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:vomiting,vomiting,,vomiting_details,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,25,vomiting_frequency,vomiting_frequency,GIQ-001,Vomiting frequency,How often are you vomiting?,SHORT_TEXT,detail,ros:vomiting,vomiting_frequency,vomiting,,,FIELD_ALREADY_CAPTURED|PARENT_NEGATIVE,
dizziness,Dizziness,dizziness.json,targeted_followup,26,dehydration,dehydration,CON-011A,Dehydration,"Have you been very dry, dizzy when standing, or unable to keep fluids down?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,dehydration,,,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,targeted_followup,27,low_urine_output,low_urine_output,CON-011B,Low urine output,Have you been passing much less urine than usual?,BOOLEAN_WITH_OPTIONAL_DETAILS,red_flag_subtype,ros:low_urine_output,low_urine_output,,,,FIELD_ALREADY_CAPTURED,
dizziness,Dizziness,dizziness.json,final_closeout,28,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
dysuria,Dysuria,dysuria.json,core_characterization,1,onset,onset,EVENT-001,Onset,When did the pain or burning when passing urine start?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,2,pattern,pattern,EVENT-003,Pattern,"Is it there every time you pass urine, or does it come and go?",SHORT_TEXT,qualifier,,pattern,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,3,duration,duration,EVENT-002,Duration,How long has this been going on altogether?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,4,severity,severity,PAIN-015,Severity,"On a scale of 0 to 10, how bad is it?",SCALE_0_10,qualifier,,severity,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,5,dysuria_character,dysuria_character,GUQ-004,Dysuria character,What does the pain or burning feel like?,SHORT_TEXT,qualifier,,dysuria_character,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,6,voiding_timing_relation,voiding_timing_relation,GUQ-005,Timing with urination,"Is it before, during, or after passing urine?",SHORT_TEXT,qualifier,,voiding_timing_relation,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,7,aggravating_factors,aggravating_factors,PAIN-018,Aggravating factors,"What makes it worse, such as movement, coughing, eating, urinating, passing stool, touching it, or nothing?",SHORT_TEXT,qualifier,,aggravating_factors,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,8,relieving_factors,relieving_factors,PAIN-019,Relieving factors,"What makes it better, such as rest, lying still, medicines, food, passing urine or stool, or nothing?",SHORT_TEXT,qualifier,,relieving_factors,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,core_characterization,9,functional_impact,functional_impact,PAIN-020,Functional impact,"How is it affecting what you can do, such as walking, standing, eating, sleeping, breathing, or daily activities?",SHORT_TEXT,qualifier,,functional_impact,,,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,10,fever,fever,CON-001,Fever,Have you had a fever?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fever,fever,,fever_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,11,chills,chills,CON-003,Chills,Have you felt cold or shivery without uncontrollable shaking?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:chills,chills,,chills_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,12,flank_pain,flank_pain,GU-007,Pain in the side or back near the kidney,Do you have pain in your side or back near the kidneys?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:flank_pain,flank_pain,,flank_pain_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,13,hematuria,hematuria,GU-006,Blood in urine,Have you noticed blood in the urine?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:hematuria,hematuria,,hematuria_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,14,inability_to_pass_urine,inability_to_pass_urine,GU-022,Unable to pass urine,Are you unable to pass urine?,BOOLEAN_WITH_OPTIONAL_DETAILS,red_flag_subtype,ros:urinary_retention,inability_to_pass_urine,,inability_to_pass_urine_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,15,dehydration,dehydration,CON-011A,Dehydration,"Have you been very dry, dizzy when standing, or unable to keep fluids down?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,dehydration,,dehydration_details,dehydration_details,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,16,low_urine_output,low_urine_output,CON-011B,Low urine output,Have you been passing much less urine than usual?,BOOLEAN_WITH_OPTIONAL_DETAILS,red_flag_subtype,ros:low_urine_output,low_urine_output,,low_urine_output_details,low_urine_output_details,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,high_priority_followup,17,severe_abdominal_pain,severe_abdominal_pain,GI-013,Severe abdominal pain,Do you have severe lower abdominal or belly pain?,BOOLEAN_WITH_OPTIONAL_DETAILS,red_flag_subtype,ros:abdominal_pain,severe_abdominal_pain,,severe_abdominal_pain_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,18,urinary_frequency,urinary_frequency,GU-002,Passing urine more often,Are you passing urine more often than usual?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:urinary_frequency,urinary_frequency,,urinary_frequency_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,19,urinary_urgency,urinary_urgency,GU-003,Sudden urge to pass urine,Do you feel a sudden urge to pass urine?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:urinary_urgency,urinary_urgency,,urinary_urgency_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,20,suprapubic_pain,suprapubic_pain,GU-008B,Suprapubic pain,Do you have pain in the lower middle part of your belly just above the pubic bone?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,suprapubic_pain,,suprapubic_pain_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,21,abdominal_pain,abdominal_pain,GI-008,Abdominal pain,Do you have any other abdominal pain?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:abdominal_pain,abdominal_pain,,abdominal_pain_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,22,nausea,nausea,GI-007,Nausea,Have you been nauseated?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:nausea,nausea,,nausea_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,23,vomiting,vomiting,GI-002,Vomiting,Have you vomited?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:vomiting,vomiting,,vomiting_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,24,urethral_discharge,urethral_discharge,GU-009B,Urethral discharge,Have you noticed any discharge from the urine opening?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,urethral_discharge,,urethral_discharge_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,25,vaginal_discharge,vaginal_discharge,GYN-002,Vaginal discharge,Have you noticed any vaginal discharge?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:vaginal_discharge,vaginal_discharge,,vaginal_discharge_details,,FIELD_ALREADY_CAPTURED,SEX_FEMALE
dysuria,Dysuria,dysuria.json,targeted_followup,26,pregnancy_context,pregnancy_context,GYNHX-001,Pregnancy context,"Could you be pregnant, or is pregnancy a possibility?",BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,pregnancy_context,,pregnancy_context_details,,FIELD_ALREADY_CAPTURED|PATIENT_ELDERLY_SKIP_PREGNANCY,SEX_FEMALE_REPRODUCTIVE_AGE
dysuria,Dysuria,dysuria.json,targeted_followup,27,recent_sexual_exposure,recent_sexual_exposure,SOC-015,Recent sexual exposure,Have you had a recent sexual exposure that may be relevant?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,recent_sexual_exposure,,recent_sexual_exposure_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,28,prior_stones,prior_stones,PMH-023,Prior stones,Have you had kidney or urine stones before?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,prior_stones,,prior_stones_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,targeted_followup,29,weakness,weakness,CON-006,Weakness,Have you felt unusually weak?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:weakness,weakness,,weakness_details,,FIELD_ALREADY_CAPTURED,
dysuria,Dysuria,dysuria.json,final_closeout,30,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
fatigue,Fatigue,fatigue.json,opening,1,presenting_complaint_narrative,presenting_complaint_narrative,NARR-001,Presenting Complaint Narrative,Please provide information about presenting complaint narrative.,NARRATIVE_FREE_TEXT,qualifier,,presenting_complaint_narrative,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,core_characterization,2,onset,onset,EVENT-001,Onset,When did you first notice the fatigue or unusual tiredness?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,onset,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,core_characterization,3,duration,duration,EVENT-002,Duration,Do you have duration?,TEMPORAL_WITH_UNIT_OR_SHORT_TEXT,qualifier,,duration,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,core_characterization,4,severity,severity,PAIN-015,Severity,Do you have severity?,SCALE_0_10,qualifier,,severity,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,core_characterization,5,functional_impact,functional_impact,PAIN-020,Functional impact,Do you have functional impact?,SHORT_TEXT,qualifier,,functional_impact,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,6,breathlessness_at_rest,breathlessness_at_rest,RESPQ-001,Even at rest,Does it happen even when you are resting?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:shortness_of_breath,breathlessness_at_rest,,breathlessness_at_rest_details,breathlessness_at_rest_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,7,palpitations,palpitations,CV-003,Palpitations,Have you felt your heart racing or beating irregularly?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:palpitations,palpitations,,palpitations_details,palpitations_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,8,loss_of_consciousness,loss_of_consciousness,NEURO-001,Loss of consciousness,Have you actually passed out or lost consciousness?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fainting,loss_of_consciousness,,loss_of_consciousness_details,loss_of_consciousness_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,9,dizziness,dizziness,NEU-001,Dizziness or lightheadedness,"Have you felt dizzy, lightheaded, or near-fainting?",BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:dizziness,dizziness,,dizziness_details,dizziness_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,10,blood_in_stool,blood_in_stool,GI-004B,Blood in stool,Have you noticed blood in your stool?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:blood_in_stool,blood_in_stool,,blood_in_stool_details,blood_in_stool_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,11,melena,melena,GIQ-021,Black or tarry stool,Has your stool been black or tarry?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:melena,melena,,melena_details,melena_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,12,hemoptysis,hemoptysis,RESP-004,Coughing up blood,Have you coughed up blood?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:hemoptysis,hemoptysis,,hemoptysis_details,hemoptysis_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,13,weight_loss,weight_loss,CON-007,Weight loss,Any unexplained weight loss?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:weight_loss,weight_loss,,weight_loss_details,weight_loss_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,14,fever,fever,CON-001,Fever,Have you had a fever?,BOOLEAN_WITH_OPTIONAL_DETAILS,parent_symptom,ros:fever,fever,,fever_details,fever_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,15,night_sweats,night_sweats,CON-004,Night sweats,Have you had drenching night sweats?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:night_sweats,night_sweats,,night_sweats_details,night_sweats_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,16,rigors,rigors,CON-010,Rigors,Have you had shaking chills or rigors that made your body shake?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:chills,rigors,,rigors_details,rigors_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,high_priority_followup,17,lymph_node_swelling,lymph_node_swelling,HEME-003,Lymph node swelling,Have you noticed any swollen glands or lymph nodes?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:lymph_node_swelling,lymph_node_swelling,,lymph_node_swelling_details,lymph_node_swelling_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,18,sleep_quality,sleep_quality,SLEEP-001,Sleep quality,Are you sleeping well?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,sleep_quality,,sleep_quality_details,sleep_quality_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,19,appetite_change,appetite_change,GI-006B,Appetite change,Has your appetite changed?,SHORT_TEXT,qualifier,,appetite_change,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,20,associated_symptoms,associated_symptoms,ASSOC-001,Associated symptoms,Have any other symptoms come with it?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,associated_symptoms,,associated_symptoms_details,associated_symptoms_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,21,dysphagia,dysphagia,GI-025,Dysphagia,Do you have difficulty swallowing?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:dysphagia,dysphagia,,dysphagia_details,dysphagia_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,22,excessive_thirst,excessive_thirst,ENDO-003,Excessive thirst,Have you been unusually thirsty?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:excessive_thirst,excessive_thirst,,excessive_thirst_details,excessive_thirst_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,23,excessive_urination,excessive_urination,ENDO-004,Excessive urination,Have you been passing urine much more often or in larger amounts than usual?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:excessive_urination,excessive_urination,,excessive_urination_details,excessive_urination_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,24,cold_intolerance,cold_intolerance,ENDO-002,Cold intolerance,Do you feel unusually cold?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,ros:cold_intolerance,cold_intolerance,,cold_intolerance_details,cold_intolerance_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,25,low_mood_anhedonia,low_mood_anhedonia,PSY-002,Low mood anhedonia,Have you had low mood or loss of interest in things you usually enjoy?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,low_mood_anhedonia,,low_mood_anhedonia_details,low_mood_anhedonia_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,26,nutrition_status,nutrition_status,NUT-001,Nutrition status,"How is your usual diet and nutrition, including any restricted eating, food avoidance, or poor access to food?",SHORT_TEXT,qualifier,ros:nutrition_status,nutrition_status,,,,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,27,menstrual_history,menstrual_history,GYNHX-008,Menstrual history,How heavy are your periods? Any change in cycle?,SHORT_TEXT,qualifier,,menstrual_history,,,,FIELD_ALREADY_CAPTURED,SEX_FEMALE
fatigue,Fatigue,fatigue.json,targeted_followup,28,prior_anaemia,prior_anaemia,PMH-028,Prior anaemia,Have you been told you have anaemia before?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,prior_anaemia,,prior_anaemia_details,prior_anaemia_details,FIELD_ALREADY_CAPTURED,
fatigue,Fatigue,fatigue.json,targeted_followup,29,osa_screen,osa_screen,SLEEP-002,Obstructive sleep apnoea screen,Do you snore loudly or feel excessively sleepy during the day?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,osa_screen,,osa_screen_details,osa_screen_details,FIELD_ALREADY_CAPTURED|DURATION_BELOW_4_WEEKS,
fatigue,Fatigue,fatigue.json,final_closeout,30,final_closeout_question,final_closeout_question,CLOSE-001,Anything else,Is there anything else you want to mention that we have not asked about yet?,SHORT_TEXT,qualifier,,final_closeout_question,,,,,
fever,Fever,fever.json,core_characterization,1,temperature_measured,temperature_measured,FEVERQ-001,Temperature measured,Have you checked your temperature?,BOOLEAN_WITH_OPTIONAL_DETAILS,qualifier,,temperature_measured,,temperature_measured_details,,FIELD_ALREADY_CAPTURED,
fever,Fever,fever.json,core_characterization,2,temperature_value,temperature_value,FEVERQ-002,Temperature value,What was the temperature?,SHORT_TEXT,detail,,temperature_value,temperature_measured,,,FIELD_ALREADY_CAPTURED|PARENT_NEGATIVE,
fever,Fever,fever.json,core_characterization,3,pattern,pattern,EVENT-003,Pattern,"Is the fever there all the time, or does it come and go?",SHORT_TEXT,qualifier,,pattern,,,,FIELD_ALREADY_CAPTURED,
fever,Fever,fever.json,core_characterization,4,time_of_day_variation,time_of_day_variation,FEVERQ-003,Time-of-day variation,Is it worse at a particular time of day or night?,SHORT_TEXT,qualifier,,time_of_day_variation,,,,FIELD_ALREADY_CAPTURED,
